conMean	treatMean	logFC	pValue	fdr
ACY3	1.49681568627451	3.32070293542074	1.14959208463304	1.7772311580213e-05	2.56405275723405e-05
ACYP1	6.83340392156863	14.0327968688845	1.03812626840553	2.10756200705665e-15	5.78690149629283e-15
ADA	7.74585882352941	30.4437444227006	1.97464870168844	1.03812138069965e-20	4.44800912752332e-20
ADAM11	0.261376470588235	1.50544168297456	2.52598564374927	1.15215903790024e-15	3.23193417217767e-15
ADAM12	2.30267450980392	17.872926223092	2.95639345597842	1.13269100105348e-23	6.69840613456988e-23
ADAM23	2.27737058823529	63.0225923679061	4.790428119107	7.38388385313956e-14	1.80564781563552e-13
ADAM28	3.53741176470588	7.21124129158513	1.02755345347974	1.06176522254263e-07	1.77258467534908e-07
ADAMDEC1	4.15058823529412	21.2385452054795	2.35529722838392	2.25033307384289e-15	6.16137635975519e-15
ADAMTS12	4.2641568627451	12.9736225048924	1.6052489505993	5.05239712865941e-10	9.6933940079623e-10
ADAMTS13	1.3238	2.69098649706458	1.02344997586686	0.00473820293624249	0.00577507419863843
ADAMTS14	1.3760431372549	5.044785518591	1.87426723632421	6.38151447781427e-16	1.82149739883658e-15
ADAMTS17	1.27192745098039	3.25523776908023	1.35574654097484	0.00010854252047252	0.000148203171742009
ADAMTS18	0.158739215686274	1.77681213307241	3.4845606620434	5.88986039341069e-08	9.9973604691272e-08
ADAMTS20	0.0105823529411765	1.14555675146771	6.75824468181196	3.34520221819128e-25	2.46660705340254e-24
ADAMTSL5	1.4115862745098	5.33974383561644	1.91945322560966	9.97356122569929e-13	2.27531544481194e-12
ADCK5	5.55735882352941	18.1543782778865	1.70784622457211	4.25959287333786e-26	3.62374750214369e-25
ADCY10	0.0652627450980392	1.73057808219178	4.72885055419503	2.62471976896457e-16	7.68517492968785e-16
ADD2	1.41463725490196	8.26932563600783	2.5473375215997	0.00100812396480915	0.00129182627647004
ADGRB2	1.2892568627451	5.42052935420744	2.07189402308937	1.00516979091296e-14	2.62288313628061e-14
ADGRF4	0.3694	13.1288933463796	5.15141763793525	6.2772056283111e-27	6.18607447223974e-26
ADGRG1	33.6863980392157	93.3433563600783	1.47038116870988	1.20426186448342e-17	3.90178532094808e-17
ADGRG7	0.354523529411765	2.09754970645793	2.56475171303682	2.62413761437975e-09	4.82348290425337e-09
ADH7	2.86773333333333	150.80648297456	5.71664376329294	1.86597754054272e-14	4.76139912584904e-14
ADM	44.2924098039216	151.63202074364	1.77544304864579	3.69524855867289e-14	9.21832054520375e-14
